BreedingSite,Site_code,LU,Round,Season,Latitude,Longitude,Date_time,Water_temp,Air_temp,Humidity,Wind,Weather,Dimensions,dim1,dim2,Dimension,Dimension_cat,Habitat_class,Habitat_description,Current,WaterReservoir_material,BottomLayer,BottomLayer_cat,BottomLayer_cat2,BottomLayer_Leaves,BottomLayer_Mud,BottomLayer_Rocks/gravels,BottomLayer_Other,Depth,Edges,Turbidity,Pollution,Pollution_cat,Pollution_cat2,Pollution_Plastic/rubbish,Pollution_debris,Pollution_oil,Pollution_AnimalFaeces,Pollution_other,Water_colour,Shading,LandUse_village,LandUse_plantations,LandUse_fields,LandUse_forest,LandUse_fields_cassava,LandUse_fields_rice,LandUse_fields_vacant,LandUse_plantations_cashew,LandUse_plantations_rubber,LandUse_plantations_banana,Vegetation,Vegetation_cat,Vegetation_cat2,Vegetation_submerged,Vegetation_emerged,Vegetation_floating,Vegetation_algae,VegetationSurface,Predators,Predators_cat,Predators_cat2,Predators_Coleoptera,Predators_Hemiptera,Predators_Odonata,Predators_Crustacean,Predators_MsqLarvae,Predators_Fish,Predators_other,Predators_Coleoptera_Dysticidae,Predators_Coleoptera_Hydrophilidae,Predators_Hemiptera_Notonectae,Predators_Hemiptera_Corixidae,Predators_Hemiptera_Nepidae,Predators_Hemiptera_unidentified,Predators_Hemiptera_other,Predators_Odonata_Dragonflies,Predators_Odonata_Damselflies,Predators_Odonata_unidentified,Predators_Odonata_other,Predators_Crustacean_Cyclopoids,Predators_MsqLarvae_Toxorynchites,Predators_other_1,Animals,Animals_amphibian,Animals_domestic,Animals_other,VisiblePeople,Remarks,Mosquito,Unidentified,NonAnopheles,NonAnopheles_genus,NonAnopheles_genus2,Aedes,Armigeres,Culex,Malaya,Tripteroides,Anopheles,Anopheles_SppNb,Anopheles_barbirostris,Anopheles_hyrcanus,Anopheles_indefinitus,Anopheles_jamesii,Anopheles_kochi,Anopheles_maculatus,Anopheles_nivipes,Anopheles_philippinensis,Anopheles_pyretophorus,Anopheles_subpictus,Anopheles_unidentified,Anopheles_vagus
FIL03-G030,FIL03,plantations,4,Rainy,12.17927,106.9163787,30/07/2020 12:25,29.6,32.2,72.5,No,Cloudy,15*9,15,9,135,Small,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Brown,Complete,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Algae,Algae,No,No,No,Yes,5;25,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL01-G062,PL01,plantations,4,Rainy,12.1845218,106.7736189,06/08/2020 14:04,26.5,26.8,NA,No,Rainy,15*5,15,5,75,VerySmall,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,No,None,None,No,No,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,Complete,No,No,Yes,No,No,No,No,No,Yes,No,Yes,Algae,Algae,No,No,No,Yes,<5,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G060,V06,village,4,Rainy,12.18138889,106.8756944,07/08/2020 08:53,25.8,26.8,NA,No,Cloudy,2*1,2,1,2,VerySmall,Natural containers,Plants' axils and leaves,NA,NA,No,None,None,No,No,No,No,Shallow,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Partial,Yes,No,No,No,No,No,No,No,No,No,Yes,Algae,Algae,No,No,No,Yes,<5,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,Banana trees,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL04-G065,PL04,plantations,4,Rainy,12.17428,106.8744791,11/08/2020 11:23,26.9,30.3,80.3,No,Rainy,107*NA,107,10000,1070000,VeryLarge,Running water,Streams,No,NA,Yes,Composite,Leaves-Mud,Yes,Yes,No,No,Shallow,Shallow,None,Yes,Oil,Oil,No,No,Yes,No,No,Brown,Complete,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Algae,Algae,No,No,No,Yes,5;25,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Outside transect, stream in the middle of the bamboos",0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G033,V06,village,4,Rainy,12.1812036,106.8743777,07/08/2020 09:24,27.4,29,83.7,No,Cloudy,35*16,35,16,560,Small,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,Yes,Composite,Leaves-Mud,Yes,Yes,No,No,Shallow,Abrupt,Medium,Yes,Plastic,Plastic,Yes,No,No,No,No,Grey,Partial,Yes,No,No,No,No,No,No,No,No,No,Yes,Algae,Algae,No,No,No,Yes,<5,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G063,V06,village,4,Rainy,12.18136111,106.8756667,07/08/2020 09:13,26.8,28,NA,Little,Cloudy,98*28,98,28,2744,Medium,Stagnant temporary water bodies,Puddles and ditches,NA,NA,Yes,Composite,Leaves-Mud,Yes,Yes,No,No,Shallow,Shallow,Little,Yes,Plastic,Plastic,Yes,No,No,No,No,Brown,Partial,Yes,No,No,No,No,No,No,No,No,No,Yes,Algae,Algae,No,No,No,Yes,25;50,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G075,V06,village,4,Rainy,12.18063889,106.8735,07/08/2020 12:13,31.4,29.6,67.9,Little,Rainy,NA,10000,10000,100000000,VeryLarge,Stagnant temporary water bodies,Puddles and ditches,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Deep,Shallow,High,No,None,None,No,No,No,No,No,Brown,NA,Yes,No,No,No,No,No,No,No,No,No,Yes,Algae,Submerged,Yes,No,No,No,<5,Not determined,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIH03-G035,FIH03,fields,4,Rainy,12.1759387,106.8718834,31/07/2020 11:20,26.8,29.8,99.9,No,Rainy,420*334,420,334,140280,Large,Stagnant temporary water bodies,Puddles and ditches,NA,NA,No,None,None,No,No,No,No,Deep,Shallow,Medium,Yes,AnimalFaeces,AnimalFaeces,No,No,No,Yes,No,Black,Partial,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Emerged,Emerged,No,Yes,No,No,<5,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,NA,1,0,0,None,None,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FOL01-G061,FOL01,forest,4,Rainy,12.22397222,106.8613611,03/08/2020 13:16,26.6,29.4,NA,No,Cloudy,120*NA,120,10000,1200000,VeryLarge,Running water,Streams,No,NA,Yes,Leaves,Leaves-rocks,Yes,No,Yes,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,No,No,Yes,No,No,No,No,No,No,Yes,Emerged,Emerged,No,Yes,No,No,5;25,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Gerris,No,Lessivage avec la pluie deux jours auparavant,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIH04-G035,FIH04,fields,4,Rainy,12.1819228,106.9219444,30/07/2020 09:34,28.2,33.3,79,No,Cloudy,110*55,110,55,6050,Medium,Running water,Streams,No,NA,Yes,None,Rocks,No,No,Yes,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,No,Yes,No,No,No,No,Yes,No,No,Yes,Emerged,Emerged,No,Yes,No,No,<5,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Small pool from the stream  Ruisseau incomplete passe sous terre,1,0,0,None,None,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
FIH03-G041,FIH03,fields,4,Rainy,12.176171,106.8709925,31/07/2020 13:54,27.4,26.5,99.9,Little,Rainy,270*135,270,135,36450,Medium,Stagnant temporary water bodies,Puddles and ditches,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Deep,Shallow,High,Yes,Multiple,Plastic-AnimalFaeces,Yes,No,No,Yes,No,Grey,None,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Emerged,Emerged,No,Yes,No,No,<5,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIH02-G001,FIH02,fields,1,Rainy,12.1529676,106.8521128,23/10/2019 10:02,28.5,34.7,61.4,No,Cloudy,NA,10000,10000,100000000,VeryLarge,Running water,Streams,No,NA,Yes,Composite,Leaves-Mud,Yes,Yes,No,No,Deep,Shallow,Medium,Yes,Plastic,Plastic,Yes,No,No,No,Empty insecticide bottles,Brown,Partial,No,Yes,Yes,No,NA,NA,NA,NA,NA,NA,Yes,Multiple,Emerged-Algae,No,Yes,No,Yes,<5,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Gerris,No,"Slow stream between road and fields, from 4cm to 4m wide",0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G064,V06,village,4,Rainy,12.18136111,106.8755278,07/08/2020 09:23,25.2,28.2,NA,No,Cloudy,428*75,428,75,32100,Medium,Stagnant temporary water bodies,Road tracks,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Shallow,High,Yes,Plastic,Plastic,Yes,No,No,No,No,Brown,Partial,Yes,No,No,No,No,No,No,No,No,No,Yes,Multiple,Emerged-Algae,No,Yes,No,Yes,<5,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL03-G010,FIL03,plantations,1,Rainy,12.1797897,106.9170688,15/10/2019 11:06,36.5,33.6,67.4,No,Sunny,2*2,2,2,4,VerySmall,Artificial containers,Plastic bottle,NA,NA,Yes,None,None,No,No,No,Algae,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,Partial,No,Yes,No,No,NA,NA,NA,NA,NA,NA,Yes,Multiple,Floating-Algae,No,No,Yes,Yes,<5,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,None,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIH03-G038,FIH03,fields,4,Rainy,12.1762949,106.8717357,31/07/2020 12:05,30.4,31.4,99.8,No,Rainy,1660*40,1660,40,66400,Large,Stagnant temporary water bodies,Rice paddies,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Shallow,High,Yes,AnimalFaeces,AnimalFaeces,No,No,No,Yes,No,Brown,None,No,Yes,No,No,No,Yes,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL03-G007,FIL03,plantations,1,Rainy,12.1792467,106.9168881,15/10/2019 10:53,28.2,32,59.5,No,Sunny,5*5,5,5,25,VerySmall,Artificial containers,Cans,NA,NA,Yes,Leaves,Leaves,Yes,No,No,No,Shallow,Abrupt,Little,No,None,None,No,No,No,No,No,Brown,Partial,No,Yes,No,No,NA,NA,NA,Yes,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOH02-G001,FOH02,forest,1,Rainy,12.2372776,106.8767402,19/10/2019 12:26,26.6,29.1,96.7,No,Cloudy,5*6,5,6,30,VerySmall,Natural containers,Mushroom,NA,NA,Yes,Leaves,Leaves,Yes,No,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,Complete,No,No,No,Yes,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOH02-G003,FOH02,forest,1,Rainy,12.2367964,106.8773003,19/10/2019 12:55,25.1,29.3,88.6,Little,Cloudy,8*10,8,10,80,VerySmall,Natural containers,Tree holes,NA,NA,Yes,Leaves,Leaves,Yes,No,No,Organic unidentified,Shallow,Abrupt,Little,No,None,None,No,No,No,No,No,Grey,None,No,No,No,Yes,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,High Cut trees as potential breeding sites and a lot of Toxorynchites around.,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PL04-G001,PL04,plantations,1,Rainy,12.1735769,106.874902,01/11/2019 12:49,33.7,33.3,62.4,No,Sunny,1*1,1,1,1,VerySmall,Natural containers,Plants' axils and leaves,NA,NA,No,Leaves,Leaves,Yes,No,No,No,Shallow,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,None,No,Yes,No,No,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2 small banana tree leaves. Transect stop here. Sample from7 axils of 2 trees,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V05-G008,V05,village,1,Rainy,12.188874,106.8420997,29/10/2019 10:06,32.1,37.1,66.8,Medium,Sunny,15*7,15,7,105,Small,Artificial containers,Plastic or rubbish,NA,NA,Yes,Leaves,Leaves,Yes,No,No,No,Shallow,Shallow,Little,No,None,None,No,No,No,No,No,Brown,Partial,Yes,No,No,No,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,None,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V05-G009,V05,village,1,Rainy,12.1889025,106.8422415,29/10/2019 10:18,29,35.5,45.4,Medium,Sunny,10*17,10,17,170,Small,Artificial containers,Plastic or rubbish,NA,NA,Yes,Leaves,Leaves,Yes,No,No,No,Shallow,Shallow,Medium,No,None,None,No,No,No,No,No,Brown,Partial,Yes,No,No,No,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,None,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G004,V06,village,1,Rainy,12.181375,106.8752964,01/11/2019 09:47,26.7,28.7,65.5,Little,Sunny,105*105,105,105,11025,Medium,Artificial containers,Water reservoir,NA,Clay,Yes,Leaves,Leaves,Yes,No,No,No,Deep,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Complete,Yes,No,No,No,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2 jars. This one is 3/4full. Few larvae. Not collected because too deep. Covered by a metal sheet,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIH04-G030,FIH04,fields,4,Rainy,12.181372,106.9220345,30/07/2020 09:00,29.5,34.3,67.9,Little,Cloudy,8*5,8,5,40,VerySmall,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,Yes,Leaves,Leaves,Yes,No,No,Small plants,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,None,No,No,Yes,No,No,No,No,Yes,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOH02-G030,FOH02,forest,4,Rainy,12.2371914,106.8773319,03/08/2020 09:10,25,26.8,99.9,No,Cloudy,9*9,9,9,81,VerySmall,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,Yes,Leaves,Leaves,Yes,No,No,No,Shallow,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,None,No,No,No,Yes,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G038,V06,village,4,Rainy,12.1812532,106.8746236,07/08/2020 10:02,28.2,28.7,92.4,Little,Cloudy,11*11,11,11,121,Small,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,Yes,Leaves,Leaves,Yes,No,No,No,Shallow,Shallow,Medium,No,None,None,No,No,No,No,No,Grey,None,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G040,V06,village,4,Rainy,12.1812756,106.8747428,07/08/2020 10:15,24.8,30,79.3,Little,Cloudy,70*70,70,70,4900,Medium,Artificial containers,Jar,NA,NA,Yes,Leaves,Leaves,Yes,No,No,No,Deep,Abrupt,Little,No,None,None,No,No,No,No,No,Transparent,Partial,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G068,V06,village,4,Rainy,12.18136111,106.8752778,07/08/2020 09:57,25,30.2,NA,No,Cloudy,58*58,58,58,3364,Medium,Artificial containers,Water reservoir,NA,Clay,Yes,Leaves,Leaves,Yes,No,No,No,Deep,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Partial,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,Put a distributed net (so LLIN) on top to avoid the mosquitoes,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G069,V06,village,4,Rainy,12.18136111,106.8752778,07/08/2020 10:00,24.8,30.2,NA,No,Cloudy,58*58,58,58,3364,Medium,Artificial containers,Water reservoir,NA,Clay,Yes,Leaves,Leaves,Yes,No,No,No,Deep,Abrupt,None,No,None,None,No,No,No,No,No,Transparent,Partial,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,Put abate in the water tank regularly,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL03-G001,FIL03,plantations,1,Rainy,12.1792919,106.9167573,15/10/2019 09:43,27.8,32.2,57.8,No,Sunny,130*13,130,13,1690,Small,Stagnant temporary water bodies,Road tracks,NA,NA,Yes,Composite,Leaves-Mud,Yes,Yes,No,No,Shallow,Shallow,High,No,None,None,No,No,No,No,No,Brown,Partial,No,Yes,No,No,NA,NA,NA,Yes,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,None,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIL03-G034,FIL03,plantations,4,Rainy,12.1788959,106.9171946,30/07/2020 13:13,31.4,33.1,69.9,No,Cloudy,145*33,145,33,4785,Medium,Stagnant temporary water bodies,Road tracks,NA,NA,Yes,Composite,Leaves-Mud,Yes,Yes,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Brown,Complete,No,No,Yes,No,No,No,No,Yes,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,"Hors transect, gite de l an dernier  Larvae not anopheles, unidentified as mixed with other sites",0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V05-G067,V05,village,4,Rainy,12.1884748,106.8422917,10/08/2020 09:48,34,34.2,80.8,No,Sunny,8*6,8,6,48,VerySmall,Artificial containers,"Plastic, plastic bottle, rubbish",NA,NA,Yes,Composite,Leaves-Mud,Yes,Yes,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,Partial,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,"Pris taille gite avec large, deuxieme, 6*5 pas de larves    Samples g062!!!",0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G037,V06,village,4,Rainy,12.1812802,106.8744708,07/08/2020 09:57,24.8,27.5,94.1,Little,Cloudy,40*23,40,23,920,Small,Stagnant temporary water bodies,Puddles and ditches,NA,NA,Yes,Composite,Leaves-Mud,Yes,Yes,No,No,Shallow,Shallow,Medium,No,None,None,No,No,No,No,No,Brown,None,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V06-G071,V06,village,4,Rainy,12.18138889,106.8751389,07/08/2020 10:27,25,30.8,NA,No,Cloudy,6*7,6,7,42,VerySmall,Natural containers,Coconut shells,NA,NA,Yes,Composite,Leaves-Mud,Yes,Yes,No,No,Shallow,Shallow,None,No,None,None,No,No,No,No,No,Transparent,Complete,Yes,No,No,No,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIH03-G008,FIH03,fields,2,Dry,12.1761058,106.8719909,08/02/2020 17:20,28.4,29.9,60.8,Medium,Sunny,260*NA,260,10000,2600000,VeryLarge,Stagnant temporary water bodies,Ponds,NA,NA,Yes,Composite,Leaves-Mud-Rocks,Yes,Yes,Yes,No,Deep,Shallow,High,No,None,None,No,No,No,No,No,Brown,Partial,No,Yes,No,No,No,Yes,Yes,No,No,No,No,None,None,No,No,No,No,NA,Not determined,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Gerris,Few,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIH03-G062,FIH03,fields,4,Rainy,12.176571,106.8717966,31/07/2020 09:44,27,27.7,99.1,No,Rainy,124*30,124,30,3720,Medium,Stagnant temporary water bodies,Puddles and ditches,NA,NA,Yes,Composite,Leaves-Mud-Rocks,Yes,Yes,Yes,No,Shallow,Shallow,High,No,None,None,No,No,No,No,No,Brown,None,No,Yes,No,No,No,Yes,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Rain puddle,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOL01-G030,FOL01,forest,4,Rainy,12.223791,106.8623072,03/08/2020 13:11,28.1,32.7,74,Little,Cloudy,50*NA.,50,10000,500000,VeryLarge,Running water,Streams,Yes,NA,Yes,Leaves,Leaves-rocks,Yes,No,Yes,No,Shallow,Shallow,Little,No,None,None,No,No,No,No,No,Grey,Partial,No,No,No,Yes,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FOL01-G034,FOL01,forest,4,Rainy,12.2241856,106.8618668,03/08/2020 14:28,29.8,31.8,98.8,No,Cloudy,34*4,34,4,136,Small,Natural containers,Tree holes,NA,NA,Yes,Leaves,Leaves-rocks,Yes,No,Yes,No,Shallow,Shallow,Little,No,None,None,No,No,No,No,No,Grey,Partial,No,No,No,Yes,No,No,No,No,No,No,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NA,0,0,0,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V05-G004,V05,village,1,Rainy,12.1886494,106.8429207,29/10/2019 09:49,28.5,32.1,59,Medium,Sunny,96*25,96,25,2400,Medium,Stagnant temporary water bodies,Road tracks,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Shallow,High,No,None,None,No,No,No,No,No,Brown,None,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None,1,0,0,None,None,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1
V05-G005,V05,village,1,Rainy,12.188623,106.8429086,29/10/2019 09:56,27.4,32.9,58.7,Little,Sunny,63*21,63,21,1323,Small,Stagnant temporary water bodies,Road tracks,NA,NA,Yes,Mud,Mud,No,Yes,No,No,Shallow,Shallow,High,No,None,None,No,No,No,No,No,Brown,None,Yes,No,Yes,No,NA,NA,NA,NA,NA,NA,No,None,None,No,No,No,No,NA,No,None,None,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None,1,0,0,None,None,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,1,0,1
