ID,COUNTRY_NAME,ISO2,ADMIN1,ADMIN2,SITE_NAME,SITE_CODE,LATITUDE,LONGITUDE,TEST_TYPE,INSECTICIDE_CLASS,INSECTICIDE_CONC,INSECTICIDE_INTENSITY,INSECTICIDE_TYPE,YEAR_START,VECTOR_SPECIES,STAGE_ORIGIN,MOSQUITO_NUMBER,TIME_HOLDING_POSTEXPOSURE,MORTALITY_ADJUSTED,RESISTANCE_INTENSITY,DATA_SOURCE,CITATION,CITATION_URL,DATA_CURATOR
IR000027930,Nigeria,NG,Niger,Borgu,New Bussa,IRNG80,9.882884,4.510886,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),120,undefined,85,Moderate to high intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027933,Nigeria,NG,Oyo,Ori Ire,Ayede,IRNG14,8.007625,4.131669,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),120,undefined,76.7,N/A,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027934,Nigeria,NG,Oyo,Ori Ire,Ayede,IRNG14,8.007625,4.131669,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),120,undefined,100,Low intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027911,Nigeria,NG,Niger,Borgu,New Bussa,IRNG80,9.882884,4.510886,WHO tube test,Pyrethroids,7.50%,10,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),110,undefined,98.2,Low intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027914,Nigeria,NG,Oyo,Ori Ire,Ayede,IRNG14,8.007625,4.131669,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),120,undefined,98.3,Low intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027927,Nigeria,NG,Anambra,Awka North,Achalla,IRNG1,6.336747,6.988033,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),120,undefined,76.7,N/A,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027576,Congo,CG,Brazzaville,Bacongo,Djoumouna,IRCG3,-4.376111,15.16,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2018,An. gambiae s.l.,UNDEFINED,100,undefined,100,Could not be reliably assessed,Ministry of Health,Ministry of Health,NA,World Health Organization
IR000027921,Nigeria,NG,Ogun,Ipokia,Ipokia,IRNG48,6.525021,2.840258,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),100,undefined,75,Moderate to high intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027931,Nigeria,NG,Niger,Borgu,New Bussa,IRNG80,9.882884,4.510886,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),110,undefined,94.5,High intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000026809,Yemen,YE,Hajjah,Gufl Shamr,Al Meashash,IRYE6,15.93817,43.31284,WHO tube test,Pyrethroids,0.05%,1,Lambda-cyhalothrin,2018,An. arabiensis,F0_ADULTS_(FROM_WILD_LARVAE),95,undefined,74.2,N/A,National Malaria Programme,National Malaria Programme,NA,World Health Organization
IR000026833,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.15%,1,Cyfluthrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,48,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026867,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.15%,1,Cyfluthrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,58,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026868,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.75%,5,Cyfluthrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,98,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026870,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.50%,1,Etofenprox,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,24,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026871,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,2.50%,5,Etofenprox,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,92,Moderate to high intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026808,Yemen,YE,Hajjah,Altor,until,IRYE17,15.583687,43.300209,WHO tube test,Pyrethroids,0.25%,5,Lambda-cyhalothrin,2017,An. arabiensis,F0_ADULTS_(FROM_WILD_LARVAE),81,undefined,100,Low intensity,National Malaria Programme,National Malaria Programme,NA,World Health Organization
IR000026812,Yemen,YE,Hajjah,Gufl Shamr,Al Meashash,IRYE6,15.93817,43.31284,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2018,An. arabiensis,F0_ADULTS_(FROM_WILD_LARVAE),139,undefined,100,Low intensity,National Malaria Programme,National Malaria Programme,NA,World Health Organization
IR000026823,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,100,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026856,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,100,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026860,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.25%,5,Lambda-cyhalothrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,100,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026863,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,70,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000027895,Nigeria,NG,Lagos,Ikorodu,Ikorodu,IRNG294,6.61526,3.5069,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),120,undefined,16.7,N/A,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027897,Nigeria,NG,Lagos,Ikorodu,Ikorodu,IRNG294,6.61526,3.5069,WHO tube test,Pyrethroids,7.50%,10,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),100,undefined,89,High intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027899,Nigeria,NG,Ogun,Ipokia,Ipokia,IRNG48,6.525021,2.840258,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),100,undefined,32,N/A,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027904,Nigeria,NG,Ogun,Ijebu Ode,Igara,IRNG40,6.718242,3.94003,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),100,undefined,100,Low intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027909,Nigeria,NG,Niger,Borgu,New Bussa,IRNG80,9.882884,4.510886,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),100,undefined,65,N/A,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027910,Nigeria,NG,Niger,Borgu,New Bussa,IRNG80,9.882884,4.510886,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),120,undefined,87.5,Moderate to high intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027928,Nigeria,NG,Anambra,Awka North,Achalla,IRNG1,6.336747,6.988033,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),120,undefined,98.3,Low intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027929,Nigeria,NG,Niger,Borgu,New Bussa,IRNG80,9.882884,4.510886,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),120,undefined,61.7,N/A,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000026807,Yemen,YE,Hajjah,Altor,until,IRYE17,15.583687,43.300209,WHO tube test,Pyrethroids,0.05%,1,Lambda-cyhalothrin,2017,An. arabiensis,F0_ADULTS_(FROM_WILD_LARVAE),70,undefined,89.7,N/A,National Malaria Programme,National Malaria Programme,NA,World Health Organization
IR000026811,Yemen,YE,Hajjah,Gufl Shamr,Al Meashash,IRYE6,15.93817,43.31284,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2018,An. arabiensis,F0_ADULTS_(FROM_WILD_LARVAE),75,undefined,75,N/A,National Malaria Programme,National Malaria Programme,NA,World Health Organization
IR000026827,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.50%,10,Lambda-cyhalothrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,100,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026831,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.50%,10,Alpha-cypermethrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,78,High intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026836,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.50%,1,Etofenprox,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,10,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026851,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,12,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026855,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.05%,1,Deltamethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,66,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026864,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,86,Moderate to high intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000027896,Nigeria,NG,Lagos,Ikorodu,Ikorodu,IRNG294,6.61526,3.5069,WHO tube test,Pyrethroids,3.75%,5,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),100,undefined,55,Moderate to high intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027901,Nigeria,NG,Ogun,Ipokia,Ipokia,IRNG48,6.525021,2.840258,WHO tube test,Pyrethroids,7.50%,10,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),100,undefined,95,High intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027913,Nigeria,NG,Oyo,Ori Ire,Ayede,IRNG14,8.007625,4.131669,WHO tube test,Pyrethroids,0.75%,1,Permethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),120,undefined,74.2,N/A,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027917,Nigeria,NG,Lagos,Ikorodu,Ikorodu,IRNG294,6.61526,3.5069,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),120,undefined,70.8,Moderate to high intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000027925,Nigeria,NG,Ogun,Ijebu Ode,Igara,IRNG40,6.718242,3.94003,WHO tube test,Pyrethroids,0.25%,5,Deltamethrin,2016,An. gambiae s.l.,F0_ADULTS_(WILD_COLLECTED),100,undefined,100,Low intensity,Nigerian Institute of Medical Research,"Awolola et al. (2018) Pyrethroids resistance intensity and resistance mechanisms in Anopheles gambiae from malaria vector surveillance sites in Nigeria. PLoS One. 2018 Dec 5,13(12):e0205230",https://www.ncbi.nlm.nih.gov/pubmed/30517090,World Health Organization
IR000026829,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.05%,1,Alpha-cypermethrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,48,N/A,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026830,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.25%,5,Alpha-cypermethrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,86,Moderate to high intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026834,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.75%,5,Cyfluthrin,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,100,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026837,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,2.50%,5,Etofenprox,2017,An. gambiae s.s.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,100,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
IR000026857,Gabon,GA,Ngounie,Fougamou,Mboukou,IRGA7,-1.716667,10.8,WHO tube test,Pyrethroids,0.50%,5,Deltamethrin,2017,An. gambiae s.l.,F0_ADULTS_(FROM_WILD_LARVAE),50,undefined,100,Low intensity,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,Olam- PNLF -LEV -IRET - USTM -Universite de Lome -WHO -University d'Abomay Calavi,NA,World Health Organization
